  0.49999999999950002E-14  0.49999999999950003E-07  0.44759499352012803E+02   1
  0.49999999999950002E-14  0.13002339576061801E-06  0.44759499352012803E+02   1
  0.49999999999950002E-14  0.33812166890278299E-06  0.44759499352012803E+02   1
  0.49999999999950002E-14  0.87927455142062005E-06  0.44759499352012803E+02   1
  0.49999999999950002E-14  0.22865252596343399E-05  0.44759499352012803E+02   1
  0.49999999999950002E-14  0.59460355750076600E-05  0.44759499352012803E+02   1
  0.49999999999950002E-14  0.15462474735534099E-04  0.44759499352012803E+02   1
  0.49999999999950002E-14  0.40209669439578303E-04  0.44759499352012803E+02   1
  0.49999999999950002E-14  0.10456395525902300E-03  0.44759499352012803E+02   1
  0.49999999999950002E-14  0.27191521073906098E-03  0.44759499352012803E+02   1
  0.49999999999950002E-14  0.70710678118584105E-03  0.44759499352012803E+02   1
  0.49999999999950002E-14  0.18388084971047000E-02  0.44759499352012803E+02   1
  0.49999999999950002E-14  0.47817624989453999E-02  0.33298513080150094E+02 -15
  0.49999999999950002E-14  0.12434819956685600E-01  0.20018660563029815E+02 -15
  0.49999999999950002E-14  0.32336350328835500E-01  0.12215596861917925E+02 -15
  0.49999999999950002E-14  0.84089641525287404E-01  0.77861047885805057E+01 -15
  0.49999999999950002E-14  0.21867241478843699E+00  0.50962976396443045E+01 -15
  0.49999999999950002E-14  0.56865059859990696E+00  0.69020646616946255E+01 -15
  0.49999999999950002E-14  0.14787576366268400E+01  0.68258313399941830E+01 -15
  0.49999999999950002E-14  0.38454617884271798E+01  0.46082396285974028E+01 -15
  0.49999999999950002E-14  0.99999999999900009E+01  0.15594397207687090E+01 -15
  0.25943078162544501E-13  0.49999999999950003E-07  0.44759499352012803E+02   1
  0.25943078162544501E-13  0.13002339576061801E-06  0.44759499352012803E+02   1
  0.25943078162544501E-13  0.33812166890278299E-06  0.44759499352012803E+02   1
  0.25943078162544501E-13  0.87927455142062005E-06  0.44759499352012803E+02   1
  0.25943078162544501E-13  0.22865252596343399E-05  0.44759499352012803E+02   1
  0.25943078162544501E-13  0.59460355750076600E-05  0.44759499352012803E+02   1
  0.25943078162544501E-13  0.15462474735534099E-04  0.44759499352012803E+02   1
  0.25943078162544501E-13  0.40209669439578303E-04  0.44759499352012803E+02   1
  0.25943078162544501E-13  0.10456395525902300E-03  0.44759499352012803E+02   1
  0.25943078162544501E-13  0.27191521073906098E-03  0.44759499352012803E+02   1
  0.25943078162544501E-13  0.70710678118584105E-03  0.44759499352012803E+02   1
  0.25943078162544501E-13  0.18388084971047000E-02  0.44759499352012803E+02   1
  0.25943078162544501E-13  0.47817624989453999E-02  0.33298513079773450E+02 -15
  0.25943078162544501E-13  0.12434819956685600E-01  0.20018660558260116E+02 -15
  0.25943078162544501E-13  0.32336350328835500E-01  0.12215596866978393E+02 -15
  0.25943078162544501E-13  0.84089641525287404E-01  0.77861047845860343E+01 -15
  0.25943078162544501E-13  0.21867241478843699E+00  0.50962976636655926E+01 -15
  0.25943078162544501E-13  0.56865059859990696E+00  0.69020646206223981E+01 -15
  0.25943078162544501E-13  0.14787576366268400E+01  0.68258315556653120E+01 -15
  0.25943078162544501E-13  0.38454617884271798E+01  0.46082398564554907E+01 -15
  0.25943078162544501E-13  0.99999999999900009E+01  0.15594397226931922E+01 -15
  0.13460866090971299E-12  0.49999999999950003E-07  0.44759499352012803E+02   1
  0.13460866090971299E-12  0.13002339576061801E-06  0.44759499352012803E+02   1
  0.13460866090971299E-12  0.33812166890278299E-06  0.44759499352012803E+02   1
  0.13460866090971299E-12  0.87927455142062005E-06  0.44759499352012803E+02   1
  0.13460866090971299E-12  0.22865252596343399E-05  0.44759499352012803E+02   1
  0.13460866090971299E-12  0.59460355750076600E-05  0.44759499352012803E+02   1
  0.13460866090971299E-12  0.15462474735534099E-04  0.44759499352012803E+02   1
  0.13460866090971299E-12  0.40209669439578303E-04  0.44759499352012803E+02   1
  0.13460866090971299E-12  0.10456395525902300E-03  0.44759499352012803E+02   1
  0.13460866090971299E-12  0.27191521073906098E-03  0.44759499352012803E+02   1
  0.13460866090971299E-12  0.70710678118584105E-03  0.44759499352012803E+02   1
  0.13460866090971299E-12  0.18388084971047000E-02  0.44759499352012803E+02   1
  0.13460866090971299E-12  0.47817624989453999E-02  0.33298513080657663E+02 -15
  0.13460866090971299E-12  0.12434819956685600E-01  0.20018660561479813E+02 -15
  0.13460866090971299E-12  0.32336350328835500E-01  0.12215596866053566E+02 -15
  0.13460866090971299E-12  0.84089641525287404E-01  0.77861047925401738E+01 -15
  0.13460866090971299E-12  0.21867241478843699E+00  0.50962976352817222E+01 -15
  0.13460866090971299E-12  0.56865059859990696E+00  0.69020646607559932E+01 -15
  0.13460866090971299E-12  0.14787576366268400E+01  0.68258313399950410E+01 -15
  0.13460866090971299E-12  0.38454617884271798E+01  0.46082396394229299E+01 -15
  0.13460866090971299E-12  0.99999999999900009E+01  0.15594397374586753E+01 -15
  0.69843260226792605E-12  0.49999999999950003E-07  0.44759499352012803E+02   1
  0.69843260226792605E-12  0.13002339576061801E-06  0.44759499352012803E+02   1
  0.69843260226792605E-12  0.33812166890278299E-06  0.44759499352012803E+02   1
  0.69843260226792605E-12  0.87927455142062005E-06  0.44759499352012803E+02   1
  0.69843260226792605E-12  0.22865252596343399E-05  0.44759499352012803E+02   1
  0.69843260226792605E-12  0.59460355750076600E-05  0.44759499352012803E+02   1
  0.69843260226792605E-12  0.15462474735534099E-04  0.44759499352012803E+02   1
  0.69843260226792605E-12  0.40209669439578303E-04  0.44759499352012803E+02   1
  0.69843260226792605E-12  0.10456395525902300E-03  0.44759499352012803E+02   1
  0.69843260226792605E-12  0.27191521073906098E-03  0.44759499352012803E+02   1
  0.69843260226792605E-12  0.70710678118584105E-03  0.44759499352012803E+02   1
  0.69843260226792605E-12  0.18388084971047000E-02  0.44759499352012803E+02   1
  0.69843260226792605E-12  0.47817624989453999E-02  0.33298513081708172E+02 -15
  0.69843260226792605E-12  0.12434819956685600E-01  0.20018660562012425E+02 -15
  0.69843260226792605E-12  0.32336350328835500E-01  0.12215596858877099E+02 -15
  0.69843260226792605E-12  0.84089641525287404E-01  0.77861047889023958E+01 -15
  0.69843260226792605E-12  0.21867241478843699E+00  0.50962977365154885E+01 -15
  0.69843260226792605E-12  0.56865059859990696E+00  0.69020647247504705E+01 -15
  0.69843260226792605E-12  0.14787576366268400E+01  0.68258308271750030E+01 -15
  0.69843260226792605E-12  0.38454617884271798E+01  0.46082398292781255E+01 -15
  0.69843260226792605E-12  0.99999999999900009E+01  0.15594397245305627E+01 -15
  0.36238983183848599E-11  0.49999999999950003E-07  0.44759499352012803E+02   1
  0.36238983183848599E-11  0.13002339576061801E-06  0.44759499352012803E+02   1
  0.36238983183848599E-11  0.33812166890278299E-06  0.44759499352012803E+02   1
  0.36238983183848599E-11  0.87927455142062005E-06  0.44759499352012803E+02   1
  0.36238983183848599E-11  0.22865252596343399E-05  0.44759499352012803E+02   1
  0.36238983183848599E-11  0.59460355750076600E-05  0.44759499352012803E+02   1
  0.36238983183848599E-11  0.15462474735534099E-04  0.44759499352012803E+02   1
  0.36238983183848599E-11  0.40209669439578303E-04  0.44759499352012803E+02   1
  0.36238983183848599E-11  0.10456395525902300E-03  0.44759499352012803E+02   1
  0.36238983183848599E-11  0.27191521073906098E-03  0.44759499352012803E+02   1
  0.36238983183848599E-11  0.70710678118584105E-03  0.44759499352012803E+02   1
  0.36238983183848599E-11  0.18388084971047000E-02  0.44759499352012803E+02   1
  0.36238983183848599E-11  0.47817624989453999E-02  0.33298513080467224E+02 -15
  0.36238983183848599E-11  0.12434819956685600E-01  0.20018660559408037E+02 -15
  0.36238983183848599E-11  0.32336350328835500E-01  0.12215596863354177E+02 -15
  0.36238983183848599E-11  0.84089641525287404E-01  0.77861047996703379E+01 -15
  0.36238983183848599E-11  0.21867241478843699E+00  0.50962976984322239E+01 -15
  0.36238983183848599E-11  0.56865059859990696E+00  0.69020646985741205E+01 -15
  0.36238983183848599E-11  0.14787576366268400E+01  0.68258313725036457E+01 -15
  0.36238983183848599E-11  0.38454617884271798E+01  0.46082398042824924E+01 -15
  0.36238983183848599E-11  0.99999999999900009E+01  0.15594397948350216E+01 -15
  0.18803015465413199E-10  0.49999999999950003E-07  0.44759499352012803E+02   1
  0.18803015465413199E-10  0.13002339576061801E-06  0.44759499352012803E+02   1
  0.18803015465413199E-10  0.33812166890278299E-06  0.44759499352012803E+02   1
  0.18803015465413199E-10  0.87927455142062005E-06  0.44759499352012803E+02   1
  0.18803015465413199E-10  0.22865252596343399E-05  0.44759499352012803E+02   1
  0.18803015465413199E-10  0.59460355750076600E-05  0.44759499352012803E+02   1
  0.18803015465413199E-10  0.15462474735534099E-04  0.44759499352012803E+02   1
  0.18803015465413199E-10  0.40209669439578303E-04  0.44759499352012803E+02   1
  0.18803015465413199E-10  0.10456395525902300E-03  0.44759499352012803E+02   1
  0.18803015465413199E-10  0.27191521073906098E-03  0.44759499352012803E+02   1
  0.18803015465413199E-10  0.70710678118584105E-03  0.44759499352012803E+02   1
  0.18803015465413199E-10  0.18388084971047000E-02  0.44759499352012803E+02   1
  0.18803015465413199E-10  0.47817624989453999E-02  0.33298513085152720E+02 -15
  0.18803015465413199E-10  0.12434819956685600E-01  0.20018660559360878E+02 -15
  0.18803015465413199E-10  0.32336350328835500E-01  0.12215596858488329E+02 -15
  0.18803015465413199E-10  0.84089641525287404E-01  0.77861047879307952E+01 -15
  0.18803015465413199E-10  0.21867241478843699E+00  0.50962976520492580E+01 -15
  0.18803015465413199E-10  0.56865059859990696E+00  0.69020647843651046E+01 -15
  0.18803015465413199E-10  0.14787576366268400E+01  0.68258317720478088E+01 -15
  0.18803015465413199E-10  0.38454617884271798E+01  0.46082399019249767E+01 -15
  0.18803015465413199E-10  0.99999999999900009E+01  0.15594396513315054E+01 -15
  0.97561619982247103E-10  0.49999999999950003E-07  0.44759499352012803E+02   1
  0.97561619982247103E-10  0.13002339576061801E-06  0.44759499352012803E+02   1
  0.97561619982247103E-10  0.33812166890278299E-06  0.44759499352012803E+02   1
  0.97561619982247103E-10  0.87927455142062005E-06  0.44759499352012803E+02   1
  0.97561619982247103E-10  0.22865252596343399E-05  0.44759499352012803E+02   1
  0.97561619982247103E-10  0.59460355750076600E-05  0.44759499352012803E+02   1
  0.97561619982247103E-10  0.15462474735534099E-04  0.44759499352012803E+02   1
  0.97561619982247103E-10  0.40209669439578303E-04  0.44759499352012803E+02   1
  0.97561619982247103E-10  0.10456395525902300E-03  0.44759499352012803E+02   1
  0.97561619982247103E-10  0.27191521073906098E-03  0.44759499352012803E+02   1
  0.97561619982247103E-10  0.70710678118584105E-03  0.44759499352012803E+02   1
  0.97561619982247103E-10  0.18388084971047000E-02  0.44759499352012803E+02   1
  0.97561619982247103E-10  0.47817624989453999E-02  0.33298513104088549E+02 -15
  0.97561619982247103E-10  0.12434819956685600E-01  0.20018660573441394E+02 -15
  0.97561619982247103E-10  0.32336350328835500E-01  0.12215596868875734E+02 -15
  0.97561619982247103E-10  0.84089641525287404E-01  0.77861047914129964E+01 -15
  0.97561619982247103E-10  0.21867241478843699E+00  0.50962976874609351E+01 -15
  0.97561619982247103E-10  0.56865059859990696E+00  0.69020646620052890E+01 -15
  0.97561619982247103E-10  0.14787576366268400E+01  0.68258302756364442E+01 -15
  0.97561619982247103E-10  0.38454617884271798E+01  0.46082399332222241E+01 -15
  0.97561619982247103E-10  0.99999999999900009E+01  0.15594396435206108E+01 -15
  0.50620974657328600E-09  0.49999999999950003E-07  0.44759499352012803E+02   1
  0.50620974657328600E-09  0.13002339576061801E-06  0.44759499352012803E+02   1
