  0.99999999999999500E+00  0.49999999999950003E-07  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.55014244634262397E-07  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.60531342253629799E-07  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.66601721415695604E-07  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.73280867900594705E-07  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.80629831873968195E-07  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.88715785910767306E-07  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.97612638980413597E-07  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.10740171200539600E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.11817248116818700E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.13002339576061801E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.14306277805118599E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.15740981339545900E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.17319563963960101E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.19056454577460200E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.20967529079743001E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.23070255483402900E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.25383853578802602E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.27929470610918798E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.30730374573921300E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.33812166890278198E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.37203016418362599E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.40933916927486499E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.45038970393791400E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.49555698706436296E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.54525386633208195E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.59993459180401096E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.66009896796190396E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.72629692212633199E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.79913353102019600E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.87927455142061804E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.96745250545167103E-06  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.10644733761400299E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.11712239744337099E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.12886800450214699E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.14179151850434800E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.15601106572139100E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.17165661870514300E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.18887118429089000E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.20781211073904501E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.22865252596343399E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.25158291999213900E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.27681288612526799E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.30457303670453900E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.33511711100560899E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.36872429452016500E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.40570177082696899E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.44638752937701298E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.49115345485711000E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.54040872636998403E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.59460355750076304E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.65423331145564800E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.71984302888681098E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.79203240978973999E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.87146129500961308E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.95885569745995799E-05  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.10550144381814200E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.11608164478969900E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.12772288008028900E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.14053155540273201E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.15462474735534001E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.17013127355052398E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.18719287006112999E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.20596548694686001E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.22662071370241701E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.24934734765656801E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.27435311965793199E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.30186659282099202E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.33213925168763900E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.36544780090005702E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.40209669439578100E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.44242091824279701E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.48678905255097097E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.53560664044693401E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.58931989490624997E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.64841977732485196E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.71344648510958001E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.78499438930624603E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.86371746739720803E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.95033528092646106E-04  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.10456395525902200E-03  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.11505014029103300E-03  0.44759499352012782E+02   1
  0.99999999999999500E+00  0.12658793126366899E-03  0.44759499352012782E+02   1
